# Full, machine-readable Table 2 from Stahl et al. 2019
# Photometry of 93 SNe Ia
#
# NULL values are denoted by 99.999
#
# ---------------------------------------------------------------------------------------------------------
SN       MJD       B      EB       V      EV       R      ER       I      EI   CLEAR  ECLEAR   system
 2013dy  56650.10  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.492   0.082    kait4
 2013dy  56656.12  17.854   0.089  17.505   0.065  17.793   0.070  18.081   0.124  99.999  99.999    kait4
 2013dy  56659.10  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.504   0.108    kait4
 2013dy  56662.10  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.756   0.200    kait4
 2013dy  56665.11  18.051   0.112  17.705   0.071  18.041   0.096  18.232   0.134  17.693   0.315    kait4
 2013dy  56665.13  18.132   0.055  17.623   0.043  18.072   0.073  17.933   0.107  99.999  99.999  nickel2
 2013dy  56667.16  18.103   0.137  17.590   0.068  18.232   0.136  18.108   0.323  99.999  99.999  nickel2
 2013dy  56789.48  20.017   0.211  19.443   0.180  20.170   0.395  19.748   0.430  99.999  99.999  nickel2
 2013dy  56838.39  21.102   0.165  20.105   0.081  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
 2013dy  56840.37  21.077   0.185  20.130   0.086  99.999  99.999  20.227   0.305  99.999  99.999  nickel2
 2013dy  56849.32  20.826   0.470  20.582   0.370  21.899   0.728  20.077   0.775  99.999  99.999  nickel2
 2013dy  56851.40  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.579   0.507    kait4
 2013dy  56852.39  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.451   0.538    kait4
 2013dy  56854.44  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.637   0.705    kait4
 2013dy  56856.31  21.176   0.321  20.379   0.315  99.999  99.999  20.175   0.355  99.999  99.999  nickel2
 2013dy  56857.38  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.777   0.419    kait4
 2013dy  56859.40  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.838   0.645    kait4
 2013dy  56868.39  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.787   0.559    kait4
 2013dy  56870.38  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.400   0.492    kait4
 2013dy  56874.30  21.622   0.396  20.209   0.212  21.821   0.653  21.029   0.626  99.999  99.999  nickel2
 2013dy  56879.32  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.504   0.436    kait4
 2013dy  56884.32  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.728   0.819    kait4
 2013dy  56888.30  22.293   0.420  21.037   0.187  21.682   0.489  20.381   0.451  99.999  99.999  nickel2
 2013dy  56891.28  22.229   0.406  20.770   0.822  22.070   0.458  20.600   0.530  99.999  99.999  nickel2
 2013dy  56891.32  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.773   0.405    kait4
 2013dy  56894.21  22.637   1.036  20.987   0.209  21.849   0.731  20.813   0.558  99.999  99.999  nickel2
 2013dy  56896.28  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.222   0.509    kait4
 2013dy  56897.37  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.976   0.671    kait4
 2013dy  56912.27  22.368   0.608  21.652   0.422  99.999  99.999  20.709   0.440  99.999  99.999  nickel2
 2013dy  56926.39  22.319   1.329  21.523   0.525  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
 2013ex  56535.52  15.090   0.015  14.882   0.008  14.774   0.009  15.027   0.013  99.999  99.999  nickel2
 2013ex  56539.53  15.357   0.016  15.036   0.011  15.031   0.012  15.278   0.012  99.999  99.999  nickel2
 2013ex  56552.50  16.808   0.043  15.772   0.037  15.542   0.015  15.337   0.020  99.999  99.999  nickel2
 2013ex  56554.49  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.660   0.037    kait4
 2013ex  56555.50  17.101   0.027  15.918   0.018  15.567   0.013  15.316   0.013  99.999  99.999  nickel2
 2013ex  56562.50  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.985   0.037    kait4
 2013ex  56569.52  17.965   0.409  16.596   0.085  16.400   0.067  15.973   0.030  99.999  99.999  nickel2
 2013ex  56572.54  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.545   0.049    kait4
 2013ex  56580.53  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.844   0.055    kait4
 2013ex  56582.47  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.074   0.093    kait4
 2013ex  56583.43  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.949   0.078    kait4
 2013ex  56585.54  18.315   0.062  17.247   0.030  99.999  99.999  16.734   0.022  99.999  99.999  nickel2
 2013ex  56587.48  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.138   0.104    kait4
 2013ex  56589.51  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.415   0.173    kait4
 2013ex  56591.50  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.340   0.070    kait4
 2013ex  56596.48  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.486   0.074    kait4
 2013ex  56604.44  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.660   0.083    kait4
 2013ex  56607.42  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.729   0.072    kait4
 2013ex  56610.34  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.859   0.131    kait4
 2013ex  56613.35  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.784   0.194    kait4
 2013ex  56621.43  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.308   0.161    kait4
 2013ex  56624.42  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.447   0.349    kait4
 2013ex  56626.36  18.850   0.087  18.305   0.018  18.216   0.020  18.261   0.042  99.999  99.999  nickel2
 2013ex  56627.37  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.166   0.122    kait4
 2013ex  56628.45  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.233   0.165    kait4
 2013ex  56632.37  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.203   0.119    kait4
 2013ex  56636.34  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.857   0.332    kait4
 2013ex  56639.31  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.760   0.303    kait4
 2013ex  56641.30  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.938   0.404    kait4
 2013ex  56654.31  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.989   0.276    kait4
 2013ex  56658.28  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.809   0.279    kait4
 2013ex  56665.27  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.227   0.390    kait4
 2013ex  56667.28  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.074   0.471    kait4
 2013ex  56679.24  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.456   0.410    kait4
 2013ex  56683.26  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.037   0.297    kait4
 2013fa  56535.37  15.977   0.010  15.767   0.008  15.523   0.011  15.644   0.014  99.999  99.999  nickel2
 2013fa  56539.39  16.058   0.012  15.720   0.010  15.483   0.011  15.719   0.015  99.999  99.999  nickel2
 2013fa  56541.39  16.183   0.011  15.743   0.010  15.517   0.011  15.777   0.016  99.999  99.999  nickel2
 2013fa  56548.33  16.863   0.017  16.030   0.014  15.949   0.013  16.067   0.020  99.999  99.999  nickel2
 2013fa  56552.27  17.348   0.045  16.264   0.025  16.081   0.029  16.053   0.035  99.999  99.999  nickel2
 2013fa  56555.20  17.724   0.038  16.466   0.021  16.138   0.018  15.992   0.021  99.999  99.999  nickel2
 2013fa  56559.19  18.059   0.049  16.708   0.026  16.200   0.026  15.969   0.025  99.999  99.999  nickel2
 2013fa  56562.19  18.285   0.046  16.882   0.029  16.270   0.029  15.961   0.027  99.999  99.999  nickel2
 2013fa  56569.18  18.621   0.242  17.320   0.250  16.716   0.266  99.999  99.999  99.999  99.999  nickel2
 2013fa  56575.19  18.930   0.370  17.670   0.085  17.076   0.076  16.767   0.070  99.999  99.999  nickel2
 2013fa  56578.24  19.016   0.141  17.690   0.057  17.208   0.056  16.859   0.064  99.999  99.999  nickel2
 2013fa  56581.23  18.955   0.300  17.843   0.080  17.317   0.061  17.063   0.071  99.999  99.999  nickel2
 2013fa  56585.25  19.142   0.162  18.017   0.066  17.445   0.062  17.236   0.066  99.999  99.999  nickel2
 2013fa  56589.10  19.325   0.082  18.025   0.047  17.588   0.046  17.400   0.052  99.999  99.999  nickel2
 2013fa  56599.17  19.279   0.134  18.258   0.094  17.871   0.099  17.796   0.116  99.999  99.999  nickel2
 2013fa  56601.11  19.443   0.118  18.325   0.072  17.910   0.073  17.813   0.091  99.999  99.999  nickel2
 2013fa  56605.18  19.469   0.103  18.397   0.066  18.095   0.078  17.991   0.093  99.999  99.999  nickel2
 2013fa  56609.20  19.403   0.186  18.561   0.090  18.234   0.093  18.110   0.112  99.999  99.999  nickel2
 2013fw  56590.16  16.536   0.025  16.574   0.029  16.413   0.043  16.544   0.077  99.999  99.999    kait4
 2013fw  56591.13  16.234   0.020  16.269   0.023  16.141   0.038  16.267   0.061  99.999  99.999    kait4
 2013fw  56592.13  15.985   0.024  16.057   0.022  15.934   0.109  16.033   0.045  99.999  99.999    kait4
 2013fw  56596.12  15.490   0.014  15.545   0.016  15.451   0.025  15.596   0.046  99.999  99.999    kait4
 2013fw  56597.11  15.458   0.011  15.482   0.016  15.410   0.116  15.597   0.051  99.999  99.999    kait4
 2013fw  56598.11  15.392   0.012  15.406   0.013  15.316   0.024  15.547   0.039  99.999  99.999    kait4
 2013fw  56599.11  15.371   0.013  15.358   0.014  15.289   0.110  15.524   0.041  99.999  99.999    kait4
 2013fw  56599.19  15.344   0.011  15.381   0.013  15.249   0.028  15.509   0.058  99.999  99.999  nickel2
 2013fw  56601.22  15.344   0.010  15.318   0.013  15.199   0.029  15.515   0.066  99.999  99.999  nickel2
 2013fw  56602.10  15.354   0.019  15.261   0.016  15.189   0.026  15.566   0.054  99.999  99.999    kait4
 2013fw  56603.10  15.317   0.038  15.266   0.035  15.202   0.044  15.568   0.116  99.999  99.999    kait4
 2013fw  56604.11  15.400   0.014  15.248   0.013  15.186   0.020  15.598   0.044  99.999  99.999    kait4
 2013fw  56605.11  15.447   0.013  15.282   0.013  15.235   0.020  15.640   0.040  99.999  99.999    kait4
 2013fw  56605.21  15.417   0.010  15.283   0.008  15.189   0.021  15.595   0.043  99.999  99.999  nickel2
 2013fw  56607.10  15.602   0.020  15.356   0.021  15.331   0.023  15.858   0.053  99.999  99.999    kait4
 2013fw  56609.09  15.708   0.020  15.384   0.017  15.379   0.021  15.817   0.066  99.999  99.999    kait4
 2013fw  56609.22  15.653   0.012  15.422   0.014  15.368   0.032  15.780   0.071  99.999  99.999  nickel2
 2013fw  56611.10  16.320   0.311  15.315   0.177  15.474   0.189  16.171   0.426  99.999  99.999    kait4
 2013fw  56613.10  16.072   0.027  15.582   0.020  15.651   0.026  16.125   0.063  99.999  99.999    kait4
 2013fw  56615.11  16.166   0.104  15.813   0.058  15.636   0.097  16.294   0.227  99.999  99.999    kait4
 2013fw  56619.11  16.725   0.046  15.946   0.063  15.939   0.130  16.185   0.198  99.999  99.999    kait4
 2013fw  56621.10  16.953   0.030  16.032   0.021  15.949   0.031  16.156   0.060  99.999  99.999    kait4
 2013fw  56622.16  16.945   0.022  16.064   0.029  15.907   0.041  15.975   0.089  99.999  99.999  nickel2
 2013fw  56625.10  17.314   0.045  16.151   0.025  15.896   0.036  16.012   0.056  99.999  99.999    kait4
 2013fw  56629.09  17.624   0.084  16.362   0.039  15.984   0.051  15.867   0.069  99.999  99.999    kait4
 2013fw  56631.15  17.754   0.043  16.551   0.053  16.043   0.065  15.857   0.086  99.999  99.999  nickel2
 2013fw  56635.14  17.944   0.119  16.821   0.081  16.275   0.101  16.037   0.139  99.999  99.999  nickel2
 2013fw  56639.11  18.076   0.049  17.041   0.038  16.523   0.066  16.317   0.090  99.999  99.999  nickel2
 2013fw  56641.10  18.153   0.118  17.083   0.052  16.672   0.050  16.463   0.137  99.999  99.999    kait4
 2013fw  56642.11  18.236   0.099  17.195   0.070  16.654   0.079  16.481   0.123  99.999  99.999  nickel2
 2013fw  56649.09  18.344   0.133  17.355   0.088  16.978   0.142  16.903   0.136  99.999  99.999    kait4
 2013fw  56656.10  18.326   0.122  17.543   0.074  17.234   0.095  17.163   0.152  99.999  99.999    kait4
 2013gh  56515.35  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.122   0.065    kait4
 2013gh  56516.38  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.728   0.074    kait4
 2013gh  56517.31  16.120   0.040  15.731   0.032  15.503   0.074  99.999  99.999  15.365   0.040    kait4
 2013gh  56518.33  15.841   0.039  15.350   0.027  15.165   0.036  15.936   0.135  15.090   0.051    kait4
 2013gh  56519.28  15.557   0.038  15.301   0.029  15.073   0.026  15.233   0.067  15.108   0.035    kait4
 2013gh  56520.31  15.267   0.074  15.033   0.048  14.768   0.033  14.809   0.080  99.999  99.999    kait4
 2013gh  56522.29  14.844   0.039  14.673   0.024  14.402   0.021  14.518   0.056  14.546   0.040    kait4
 2013gh  56528.34  14.566   0.037  14.260   0.023  14.168   0.020  14.395   0.055  14.201   0.031    kait4
 2013gh  56529.32  14.539   0.036  14.219   0.024  14.142   0.022  14.407   0.055  14.100   0.029    kait4
 2013gh  56530.31  14.705   0.035  14.359   0.023  14.310   0.024  14.631   0.078  14.153   0.029    kait4
 2013gh  56531.28  14.666   0.040  14.249   0.027  14.154   0.025  14.574   0.081  14.144   0.029    kait4
 2013gh  56532.32  14.691   0.035  14.256   0.022  14.169   0.019  14.528   0.056  99.999  99.999    kait4
 2013gh  56533.29  14.810   0.035  14.383   0.023  14.290   0.020  14.623   0.055  14.277   0.029    kait4
 2013gh  56534.29  14.829   0.036  14.301   0.023  14.267   0.020  14.604   0.056  14.275   0.042    kait4
 2013gh  56535.25  14.953   0.037  14.410   0.044  14.332   0.023  14.702   0.070  14.345   0.028    kait4
 2013gh  56536.24  15.046   0.039  14.439   0.024  14.468   0.021  14.845   0.115  14.432   0.037    kait4
 2013gh  56539.26  15.394   0.039  14.575   0.026  14.662   0.026  14.992   0.093  14.606   0.041    kait4
 2013gh  56540.24  15.525   0.042  14.633   0.027  14.695   0.035  15.021   0.100  14.638   0.068    kait4
 2013gh  56541.24  15.650   0.041  14.655   0.025  14.727   0.026  15.061   0.099  14.700   0.029    kait4
 2013gh  56541.36  15.472   0.075  14.620   0.043  14.612   0.036  14.708   0.103  99.999  99.999  nickel2
 2013gh  56542.26  15.779   0.042  14.757   0.025  14.778   0.023  14.836   0.113  14.770   0.045    kait4
 2013gh  56543.23  15.970   0.045  14.793   0.026  14.796   0.024  15.024   0.090  14.764   0.028    kait4
 2013gh  56544.22  16.112   0.046  14.878   0.026  14.779   0.024  14.862   0.084  14.795   0.044    kait4
 2013gh  56545.25  16.330   0.064  15.006   0.030  14.809   0.028  99.999  99.999  14.852   0.033    kait4
 2013gh  56546.23  16.239   0.047  14.970   0.026  14.824   0.023  14.836   0.056  14.959   0.046    kait4
 2013gh  56547.23  16.490   0.053  15.025   0.028  14.848   0.023  14.832   0.065  14.879   0.042    kait4
 2013gh  56548.22  16.425   0.056  15.097   0.028  14.861   0.025  14.859   0.058  14.913   0.043    kait4
 2013gh  56549.27  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.820   0.047    kait4
 2013gh  56550.28  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.971   0.053    kait4
 2013gh  56556.27  18.037   0.156  15.527   0.037  15.116   0.033  14.679   0.083  15.156   0.054    kait4
 2013gh  56559.22  18.020   0.095  15.745   0.034  15.342   0.028  15.028   0.058  15.322   0.047    kait4
 2013gh  56562.19  18.385   0.145  15.831   0.037  15.530   0.031  15.265   0.069  15.536   0.051    kait4
 2013gh  56562.23  17.370   0.115  15.983   0.050  15.466   0.042  15.228   0.106  99.999  99.999  nickel2
 2013gh  56563.24  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.628   0.063    kait4
 2013gh  56567.21  18.518   0.242  16.198   0.051  15.945   0.062  99.999  99.999  15.914   0.064    kait4
 2013gh  56571.18  18.367   0.147  16.384   0.056  99.999  99.999  99.999  99.999  16.056   0.082    kait4
 2013gh  56573.19  18.392   0.115  16.394   0.044  16.014   0.042  99.999  99.999  16.082   0.074    kait4
 2013gh  56575.19  18.636   0.204  16.230   0.095  99.999  99.999  99.999  99.999  99.999  99.999    kait4
 2013gh  56577.18  18.373   0.125  16.596   0.049  16.287   0.049  16.243   0.191  16.233   0.108    kait4
 2013gh  56582.19  18.316   0.401  16.779   0.177  99.999  99.999  16.604   0.344  99.999  99.999    kait4
 2013gh  56584.21  18.088   0.183  16.791   0.066  99.999  99.999  99.999  99.999  16.572   0.119    kait4
 2013gh  56585.16  18.100   0.099  16.598   0.055  16.402   0.084  16.412   0.124  99.999  99.999  nickel2
 2013gh  56585.21  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.612   0.104    kait4
 2013gh  56586.20  18.541   0.175  16.607   0.054  16.718   0.083  99.999  99.999  16.552   0.188    kait4
 2013gh  56588.19  18.550   0.151  16.735   0.054  17.001   0.186  99.999  99.999  99.999  99.999    kait4
 2013gh  56591.16  18.335   0.108  16.825   0.049  16.844   0.074  99.999  99.999  99.999  99.999    kait4
 2013gh  56596.18  18.506   0.166  17.096   0.073  16.759   0.124  99.999  99.999  99.999  99.999    kait4
 2013gh  56598.13  18.863   0.147  16.887   0.055  16.971   0.094  99.999  99.999  16.853   0.193    kait4
 2013gh  56601.15  18.372   0.139  17.071   0.065  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
 2013gh  56605.09  18.638   0.133  17.026   0.068  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
 2013gh  56605.12  18.741   0.178  17.107   0.152  99.999  99.999  99.999  99.999  17.175   0.199    kait4
 2013gh  56611.13  18.340   0.353  17.474   0.166  99.999  99.999  99.999  99.999  99.999  99.999    kait4
 2013gh  56614.09  18.460   0.240  17.667   0.137  99.999  99.999  99.999  99.999  99.999  99.999    kait4
 2013gh  56620.10  18.737   0.157  17.755   0.126  99.999  99.999  99.999  99.999  99.999  99.999    kait4
 2013gq  56377.32  15.320   0.077  15.401   0.022  15.212   0.046  99.999  99.999  99.999  99.999    kait4
